tissue,num_non_tfs,num_tfs,mae,groundtruth,f1_005,f1_001,abs_time_saving,rel_time_saving,abs_emission_saving,rel_emission_saving,total_runtime
Breast,100,-1,0.013957469187735144,groundtruth_batches_0,0.8401093385134288,0.8734632645936792,316324.9891307354,98.53583800154635,9.483144181946825,80.03529419202295,3243.1667745113373
Breast,100,-1,0.013940400438520796,groundtruth_batches_1,0.8392510039978476,0.8742200990710514,317337.6760561466,98.84809049912684,12.630452416629852,106.26588053222589,3243.1667745113373
Breast,100,-1,0.0139437726507646,groundtruth_batches_2,0.8398556170272662,0.8734857220162372,330133.02472138405,102.79341602657072,12.968072817534765,109.07970759198388,3243.1667745113373
Breast,100,-1,0.013912517037824888,groundtruth_batches_3,0.8404178710452359,0.8744522994364258,329734.82234025,102.6706340641186,12.894558388822901,108.46701686524563,3243.1667745113373
Breast,100,-1,0.013914611654218596,groundtruth_batches_4,0.8405507253986172,0.8730779098740616,332390.3503124714,103.48944116127181,12.938079534363128,108.82973480724358,3243.1667745113373
Breast,100,-1,0.01389884510301357,groundtruth_batches_5,0.8406236311178753,0.8735679935543974,327434.08026742935,101.96122186524477,12.852493919239725,108.11643928625377,3243.1667745113373
Breast,100,-1,0.013911732629445806,groundtruth_batches_6,0.8398677269792323,0.8736344443552311,317478.6861281395,98.89156962980279,12.467852834766035,104.91072811214865,3243.1667745113373
Breast,100,-1,0.013857151308842778,groundtruth_batches_7,0.8414433282690571,0.87444113439685,316658.1576733589,98.63856739099433,12.449038499986948,104.75392394933489,3243.1667745113373
Breast,100,-1,0.013873308633879247,groundtruth_batches_8,0.8405389974937584,0.874067190625443,318074.5503861904,99.0752987746417,12.495640567622944,105.14231919619608,3243.1667745113373
Breast,100,-1,0.01392176573326449,groundtruth_batches_9,0.8406602788204265,0.8742755680254403,317059.1442258358,98.76220782651812,12.46683144736102,104.9022155711084,3243.1667745113373
Kidney,100,-1,0.017496932741708302,groundtruth_batches_0,0.8723833056939689,0.819694021494873,227023.08906197548,91.25932131683638,4.853156178241517,72.99092078701086,2515.2315101623535
Kidney,100,-1,0.017267115754812795,groundtruth_batches_1,0.873328023087483,0.8228806978811889,225820.85545229912,90.78134002373515,4.8585679393998635,73.07119796222634,2515.2315101623535
Kidney,100,-1,0.01744220279163557,groundtruth_batches_2,0.8723553226271382,0.8198004887750419,235561.0750515461,94.65383428913113,5.0512547532833425,75.92948247760604,2515.2315101623535
Kidney,100,-1,0.01742873670112723,groundtruth_batches_3,0.8730003770359064,0.8213739379180118,243705.01682043076,97.89168406000927,5.130066655022475,77.09856526966887,2515.2315101623535
Kidney,100,-1,0.017480530280675692,groundtruth_batches_4,0.8728236246680106,0.8198132627459048,236056.09044528008,94.85064137894929,5.017148613730183,75.42355761124168,2515.2315101623535
Kidney,100,-1,0.01758819848082844,groundtruth_batches_5,0.8721857638183257,0.8218890778481683,239670.17543530464,96.287521036119,5.064345155298558,76.12366334876214,2515.2315101623535
Kidney,100,-1,0.017414270044644395,groundtruth_batches_6,0.8722777396784136,0.8239076193476361,224049.84412908554,90.07722538615283,4.756216252767296,71.55292987149039,2515.2315101623535
Kidney,100,-1,0.017550372475646864,groundtruth_batches_7,0.871629837344905,0.8204244021412553,223625.60206103325,89.90855619354046,4.754477384675323,71.52713578812057,2515.2315101623535
Kidney,100,-1,0.01757146409896608,groundtruth_batches_8,0.8715440251474165,0.8210983944356577,226298.99055957794,90.97143588781248,4.806027237423708,72.29181782790931,2515.2315101623535
Kidney,100,-1,0.01748569162556091,groundtruth_batches_9,0.8717337720825027,0.8225619722146554,223895.4254512787,90.01583196086258,4.757963284274328,71.57884504961694,2515.2315101623535
Testis,100,-1,0.012314910252573159,groundtruth_batches_0,0.8619441159449005,0.8927812627950712,334967.3822438717,95.03983917599437,13.096961627181262,103.87552062808751,3561.973150730133
Testis,100,-1,0.012471195483057727,groundtruth_batches_1,0.8604491938407013,0.8900790172976857,344657.7188153267,97.76033597970236,13.442892871768338,106.59278115777855,3561.973150730133
Testis,100,-1,0.012470786966865353,groundtruth_batches_2,0.8614031756106364,0.890459024498255,346256.01592469215,98.2090471411096,13.281301609651226,105.32349552554864,3561.973150730133
Testis,100,-1,0.012381344832741122,groundtruth_batches_3,0.8609721204786984,0.8914284909222403,347861.364726305,98.6597380176772,13.386521393684136,106.14998798776182,3561.973150730133
Testis,100,-1,0.012462671729330185,groundtruth_batches_4,0.8607373549683704,0.8887487620063409,346018.2049689293,98.14228331507847,13.23307346937681,104.94466758202333,3561.973150730133
Testis,100,-1,0.012393788001965913,groundtruth_batches_5,0.8612194343004365,0.8914315339069728,339855.0534968376,96.41201999997506,13.094824354545349,103.85873253315354,3561.973150730133
Testis,100,-1,0.01228323416051089,groundtruth_batches_6,0.862517076999099,0.8920181516003458,331527.84260725975,94.07421156144964,12.794903802757037,101.5028820855008,3561.973150730133
Testis,100,-1,0.012231680684505766,groundtruth_batches_7,0.8632803582180995,0.8914321389489043,332887.3079147339,94.4558723011426,12.820242371996766,101.70191439365829,3561.973150730133
Testis,100,-1,0.012435204621522047,groundtruth_batches_8,0.8608667439098341,0.8899811017238086,332934.6103208065,94.46915213343526,12.872590670537964,102.11310583024641,3561.973150730133
Testis,100,-1,0.01234215701513193,groundtruth_batches_9,0.8614616401779853,0.8909025638378496,332123.0532016754,94.24131293173753,12.838813550339713,101.8477894214008,3561.973150730133
